sent nr	newsent nr	token nr	token	true	pred
171	172	8	have	O	O
171	172	9	said	O	O
171	172	10	is	O	O
171	172	11	the	O	O
171	172	12	truth	O	O
171	172	13	,	O	O
171	172	14	and	O	O
171	172	15	that	O	O
171	172	16	,	O	O
171	172	17	outside	O	O
171	172	18	of	O	O
171	172	19	what	O	O
171	172	20	I	O	O
171	172	21	have	O	O
171	172	22	told	O	O
171	172	23	you	O	O
171	172	24	,	O	O
171	172	25	I	O	O
171	172	26	know	O	O
171	172	27	absolutely	O	O
171	172	28	nothing	B-NEG	B-NEG
171	172	29	about	O	O
171	172	30	the	O	O
171	172	31	fate	O	O
171	172	32	of	O	O
171	172	33	this	O	O
171	172	34	man	O	O
171	172	35	.	O	O
172	173	0	My	O	O
172	173	1	only	O	O
172	173	2	desire	O	O
172	173	3	is	O	O
172	173	4	to	O	O
172	173	5	help	O	O
172	173	6	the	O	O
172	173	7	law	O	O
172	173	8	in	O	O
172	173	9	every	O	O
172	173	10	possible	O	O
172	173	11	way	O	O
172	173	12	.	O	O
172	173	13	''	O	O
173	174	0	``	O	O
173	174	1	I	O	O
173	174	2	am	O	O
173	174	3	sure	O	O
173	174	4	of	O	O
173	174	5	it	O	O
173	174	6	,	O	O
173	174	7	Mr.	O	O
173	174	8	Scott	O	O
173	174	9	Eccles	O	O
173	174	10	--	O	O
173	174	11	I	O	O
173	174	12	am	O	O
173	174	13	sure	O	O
173	174	14	of	O	O
173	174	15	it	O	O
173	174	16	,	O	O
173	174	17	''	O	O
173	174	18	said	O	O
173	174	19	Inspector	O	O
173	174	20	Gregson	O	O
173	174	21	in	O	O
173	174	22	a	O	O
173	174	23	very	O	O
173	174	24	amiable	O	O
173	174	25	tone	O	O
173	174	26	.	O	O
174	175	0	``	O	O
174	175	1	I	O	O
174	175	2	am	O	O
174	175	3	bound	O	O
174	175	4	to	O	O
174	175	5	say	O	O
174	175	6	that	O	O
174	175	7	everything	O	O
174	175	8	which	O	O
174	175	9	you	O	O
174	175	10	have	O	O
174	175	11	said	O	O
174	175	12	agrees	O	O
174	175	13	very	O	O
174	175	14	closely	O	O
174	175	15	with	O	O
174	175	16	the	O	O
174	175	17	facts	O	O
174	175	18	as	O	O
174	175	19	they	O	O
174	175	20	have	O	O
174	175	21	come	O	O
174	175	22	to	O	O
174	175	23	our	O	O
174	175	24	notice	O	O
174	175	25	.	O	O
175	176	0	For	O	O
175	176	1	example	O	O
175	176	2	,	O	O
175	176	3	there	O	O
175	176	4	was	O	O
175	176	5	that	O	O
175	176	6	note	O	O
175	176	7	which	O	O
175	176	8	arrived	O	O
175	176	9	during	O	O
175	176	10	dinner	O	O
175	176	11	.	O	O
176	177	0	Did	O	O
176	177	1	you	O	O
176	177	2	chance	O	O
176	177	3	to	O	O
176	177	4	observe	O	O
176	177	5	what	O	O
176	177	6	became	O	O
176	177	7	of	O	O
176	177	8	it	O	O
176	177	9	?	O	O
176	177	10	''	O	O
177	178	0	``	O	O
177	178	1	Yes	O	O
177	178	2	,	O	O
177	178	3	I	O	O
177	178	4	did	O	O
177	178	5	.	O	O
178	179	0	Garcia	O	O
178	179	1	rolled	O	O
178	179	2	it	O	O
178	179	3	up	O	O
178	179	4	and	O	O
178	179	5	threw	O	O
178	179	6	it	O	O
178	179	7	into	O	O
178	179	8	the	O	O
178	179	9	fire	O	O
178	179	10	.	O	O
178	179	11	''	O	O
179	180	0	``	O	O
179	180	1	What	O	O
179	180	2	do	O	O
179	180	3	you	O	O
179	180	4	say	O	O
179	180	5	to	O	O
179	180	6	that	O	O
179	180	7	,	O	O
179	180	8	Mr.	O	O
179	180	9	Baynes	O	O
179	180	10	?	O	O
179	180	11	''	O	O
180	181	0	The	O	O
180	181	1	country	O	O
180	181	2	detective	O	O
180	181	3	was	O	O
180	181	4	a	O	O
180	181	5	stout	O	O
180	181	6	,	O	O
180	181	7	puffy	O	O
180	181	8	,	O	O
180	181	9	red	O	O
180	181	10	man	O	O
180	181	11	,	O	O
180	181	12	whose	O	O
180	181	13	face	O	O
180	181	14	was	O	O
180	181	15	only	O	O
180	181	16	redeemed	O	O
180	181	17	from	O	O
180	181	18	grossness	O	O
180	181	19	by	O	O
180	181	20	two	O	O
180	181	21	extraordinarily	O	O
180	181	22	bright	O	O
180	181	23	eyes	O	O
180	181	24	,	O	O
180	181	25	almost	O	O
180	181	26	hidden	O	O
180	181	27	behind	O	O
180	181	28	the	O	O
180	181	29	heavy	O	O
180	181	30	creases	O	O
180	181	31	of	O	O
180	181	32	cheek	O	O
180	181	33	and	O	O
180	181	34	brow	O	O
180	181	35	.	O	O
181	182	0	With	O	O
181	182	1	a	O	O
181	182	2	slow	O	O
181	182	3	smile	O	O
181	182	4	he	O	O
181	182	5	drew	O	O
181	182	6	a	O	O
181	182	7	folded	O	O
181	182	8	and	O	O
181	182	9	discoloured	O	O
181	182	10	scrap	O	O
181	182	11	of	O	O
181	182	12	paper	O	O
181	182	13	from	O	O
181	182	14	his	O	O
181	182	15	pocket	O	O
181	182	16	.	O	O
182	183	0	``	O	O
182	183	1	It	O	O
182	183	2	was	O	O
182	183	3	a	O	O
182	183	4	dog-grate	O	O
182	183	5	,	O	O
182	183	6	Mr.	O	O
182	183	7	Holmes	O	O
182	183	8	,	O	O
182	183	9	and	O	O
182	183	10	he	O	O
182	183	11	overpitched	O	O
182	183	12	it	O	O
182	183	13	.	O	O
183	184	0	I	O	O
183	184	1	picked	O	O
183	184	2	this	O	O
183	184	3	out	O	O
183	184	4	unburned	B-NEG	B-NEG
183	184	5	from	O	O
183	184	6	the	O	O
183	184	7	back	O	O
183	184	8	of	O	O
183	184	9	it	O	O
183	184	10	.	O	O
183	184	11	''	O	O
184	185	0	Holmes	O	O
184	185	1	smiled	O	O
184	185	2	his	O	O
184	185	3	appreciation	O	O
184	185	4	.	O	O
185	186	0	``	O	O
185	186	1	You	O	O
185	186	2	must	O	O
185	186	3	have	O	O
185	186	4	examined	O	O
185	186	5	the	O	O
185	186	6	house	O	O
185	186	7	very	O	O
185	186	8	carefully	O	O
185	186	9	to	O	O
185	186	10	find	O	O
185	186	11	a	O	O
185	186	12	single	O	O
185	186	13	pellet	O	O
185	186	14	of	O	O
185	186	15	paper	O	O
185	186	16	.	O	O
185	186	17	''	O	O
186	187	0	``	O	O
186	187	1	I	O	O
186	187	2	did	O	O
186	187	3	,	O	O
186	187	4	Mr.	O	O
186	187	5	Holmes	O	O
186	187	6	.	O	O
187	188	0	It	O	O
187	188	1	's	O	O
187	188	2	my	O	O
187	188	3	way	O	O
187	188	4	.	O	O
188	189	0	Shall	O	O
188	189	1	I	O	O
188	189	2	read	O	O
188	189	3	it	O	O
188	189	4	,	O	O
188	189	5	Mr.	O	O
188	189	6	Gregson	O	O
188	189	7	?	O	O
188	189	8	''	O	O
189	190	0	The	O	O
189	190	1	Londoner	O	O
189	190	2	nodded	O	O
189	190	3	.	O	O
190	191	0	``	O	O
190	191	1	The	O	O
190	191	2	note	O	O
190	191	3	is	O	O
190	191	4	written	O	O
190	191	5	upon	O	O
190	191	6	ordinary	O	O
190	191	7	cream-laid	O	O
190	191	8	paper	O	O
190	191	9	without	B-NEG	B-NEG
190	191	10	watermark	O	O
190	191	11	.	O	O
191	192	0	It	O	O
191	192	1	is	O	O
191	192	2	a	O	O
191	192	3	quarter-sheet	O	O
191	192	4	.	O	O
192	193	0	The	O	O
192	193	1	paper	O	O
192	193	2	is	O	O
192	193	3	cut	O	O
192	193	4	off	O	O
192	193	5	in	O	O
192	193	6	two	O	O
192	193	7	snips	O	O
192	193	8	with	O	O
192	193	9	a	O	O
192	193	10	short-bladed	O	O
192	193	11	scissors	O	O
192	193	12	.	O	O
193	194	0	It	O	O
193	194	1	has	O	O
193	194	2	been	O	O
193	194	3	folded	O	O
193	194	4	over	O	O
193	194	5	three	O	O
193	194	6	times	O	O
193	194	7	and	O	O
193	194	8	sealed	O	O
193	194	9	with	O	O
193	194	10	purple	O	O
193	194	11	wax	O	O
193	194	12	,	O	O
193	194	13	put	O	O
193	194	14	on	O	O
193	194	15	hurriedly	O	O
193	194	16	and	O	O
193	194	17	pressed	O	O
193	194	18	down	O	O
193	194	19	with	O	O
193	194	20	some	O	O
193	194	21	flat	O	O
193	194	22	oval	O	O
193	194	23	object	O	O
193	194	24	.	O	O
194	195	0	It	O	O
194	195	1	is	O	O
194	195	2	addressed	O	O
194	195	3	to	O	O
194	195	4	Mr.	O	O
194	195	5	Garcia	O	O
194	195	6	,	O	O
194	195	7	Wisteria	O	O
194	195	8	Lodge	O	O
194	195	9	.	O	O
195	196	0	It	O	O
195	196	1	says	O	O
195	196	2	:	O	O
196	197	0	``	O	O
196	197	1	Our	O	O
196	197	2	own	O	O
196	197	3	colours	O	O
196	197	4	,	O	O
196	197	5	green	O	O
196	197	6	and	O	O
196	197	7	white	O	O
196	197	8	.	O	O
197	198	0	Green	O	O
197	198	1	open	O	O
197	198	2	,	O	O
197	198	3	white	O	O
197	198	4	shut	O	O
197	198	5	.	O	O
198	199	0	Main	O	O
198	199	1	stair	O	O
198	199	2	,	O	O
198	199	3	first	O	O
198	199	4	corridor	O	O
198	199	5	,	O	O
198	199	6	seventh	O	O
198	199	7	right	O	O
198	199	8	,	O	O
198	199	9	green	O	O
198	199	10	baize	O	O
198	199	11	.	O	O
199	200	0	Godspeed	O	O
199	200	1	.	O	O
200	201	0	D	O	O
200	201	1	.	O	O
201	202	0	``	O	O
201	202	1	It	O	O
201	202	2	is	O	O
201	202	3	a	O	O
201	202	4	woman	O	O
201	202	5	's	O	O
201	202	6	writing	O	O
201	202	7	,	O	O
201	202	8	done	O	O
201	202	9	with	O	O
201	202	10	a	O	O
201	202	11	sharp-pointed	O	O
201	202	12	pen	O	O
201	202	13	,	O	O
201	202	14	but	O	O
201	202	15	the	O	O
201	202	16	address	O	O
201	202	17	is	O	O
201	202	18	either	O	O
201	202	19	done	O	O
201	202	20	with	O	O
201	202	21	another	O	O
201	202	22	pen	O	O
201	202	23	or	O	O
201	202	24	by	O	O
201	202	25	someone	O	O
201	202	26	else	O	O
201	202	27	.	O	O
202	203	0	It	O	O
202	203	1	is	O	O
202	203	2	thicker	O	O
202	203	3	and	O	O
202	203	4	bolder	O	O
202	203	5	,	O	O
202	203	6	as	O	O
202	203	7	you	O	O
202	203	8	see	O	O
202	203	9	.	O	O
202	203	10	''	O	O
203	204	0	``	O	O
203	204	1	A	O	O
203	204	2	very	O	O
203	204	3	remarkable	O	O
203	204	4	note	O	O
203	204	5	,	O	O
203	204	6	''	O	O
203	204	7	said	O	O
203	204	8	Holmes	O	O
203	204	9	,	O	O
203	204	10	glancing	O	O
203	204	11	it	O	O
203	204	12	over	O	O
203	204	13	.	O	O
204	205	0	``	O	O
204	205	1	I	O	O
204	205	2	must	O	O
204	205	3	compliment	O	O
204	205	4	you	O	O
204	205	5	,	O	O
204	205	6	Mr.	O	O
204	205	7	Baynes	O	O
204	205	8	,	O	O
204	205	9	upon	O	O
204	205	10	your	O	O
204	205	11	attention	O	O
204	205	12	to	O	O
204	205	13	detail	O	O
204	205	14	in	O	O
204	205	15	your	O	O
204	205	16	examination	O	O
204	205	17	of	O	O
204	205	18	it	O	O
204	205	19	.	O	O
205	206	0	A	O	O
205	206	1	few	O	O
205	206	2	trifling	O	O
205	206	3	points	O	O
205	206	4	might	O	O
205	206	5	perhaps	O	O
205	206	6	be	O	O
205	206	7	added	O	O
205	206	8	.	O	O
206	207	0	The	O	O
206	207	1	oval	O	O
206	207	2	seal	O	O
206	207	3	is	O	O
206	207	4	undoubtedly	B-NEG	B-NEG
206	207	5	a	O	O
206	207	6	plain	O	O
206	207	7	sleeve-link	O	O
206	207	8	--	O	O
206	207	9	what	O	O
206	207	10	else	O	O
206	207	11	is	O	O
206	207	12	of	O	O
206	207	13	such	O	O
206	207	14	a	O	O
206	207	15	shape	O	O
206	207	16	?	O	O
207	208	0	The	O	O
207	208	1	scissors	O	O
207	208	2	were	O	O
207	208	3	bent	O	O
207	208	4	nail	O	O
207	208	5	scissors	O	O
207	208	6	.	O	O
208	209	0	Short	O	O
208	209	1	as	O	O
208	209	2	the	O	O
208	209	3	two	O	O
208	209	4	snips	O	O
208	209	5	are	O	O
208	209	6	,	O	O
208	209	7	you	O	O
208	209	8	can	O	O
208	209	9	distinctly	O	O
208	209	10	see	O	O
208	209	11	the	O	O
208	209	12	same	O	O
208	209	13	slight	O	O
208	209	14	curve	O	O
208	209	15	in	O	O
208	209	16	each	O	O
208	209	17	.	O	O
208	209	18	''	O	O
209	210	0	The	O	O
209	210	1	country	O	O
209	210	2	detective	O	O
209	210	3	chuckled	O	O
209	210	4	.	O	O
210	211	0	``	O	O
210	211	1	I	O	O
210	211	2	thought	O	O
210	211	3	I	O	O
210	211	4	had	O	O
210	211	5	squeezed	O	O
210	211	6	all	O	O
210	211	7	the	O	O
210	211	8	juice	O	O
210	211	9	out	O	O
210	211	10	of	O	O
210	211	11	it	O	O
210	211	12	,	O	O
210	211	13	but	O	O
210	211	14	I	O	O
210	211	15	see	O	O
210	211	16	there	O	O
210	211	17	was	O	O
210	211	18	a	O	O
210	211	19	little	O	O
210	211	20	over	O	O
210	211	21	,	O	O
210	211	22	''	O	O
210	211	23	he	O	O
210	211	24	said	O	O
210	211	25	.	O	O
211	212	0	``	O	O
211	212	1	I	O	O
211	212	2	'm	O	O
211	212	3	bound	O	O
211	212	4	to	O	O
211	212	5	say	O	O
211	212	6	that	O	O
211	212	7	I	O	O
211	212	8	make	O	O
211	212	9	nothing	B-NEG	B-NEG
211	212	10	of	O	O
211	212	11	the	O	O
211	212	12	note	O	O
211	212	13	except	O	O
211	212	14	that	O	O
211	212	15	there	O	O
211	212	16	was	O	O
211	212	17	something	O	O
211	212	18	on	O	O
211	212	19	hand	O	O
211	212	20	,	O	O
211	212	21	and	O	O
211	212	22	that	O	O
211	212	23	a	O	O
211	212	24	woman	O	O
211	212	25	,	O	O
211	212	26	as	O	O
211	212	27	usual	O	O
211	212	28	was	O	O
211	212	29	at	O	O
211	212	30	the	O	O
211	212	31	bottom	O	O
211	212	32	of	O	O
211	212	33	it	O	O
211	212	34	.	O	O
211	212	35	''	O	O
212	213	0	Mr.	O	O
212	213	1	Scott	O	O
212	213	2	Eccles	O	O
212	213	3	had	O	O
212	213	4	fidgeted	O	O
212	213	5	in	O	O
212	213	6	his	O	O
212	213	7	seat	O	O
212	213	8	during	O	O
212	213	9	this	O	O
212	213	10	conversation	O	O
212	213	11	.	O	O
213	214	0	``	O	O
213	214	1	I	O	O
213	214	2	am	O	O
213	214	3	glad	O	O
213	214	4	you	O	O
213	214	5	found	O	O
213	214	6	the	O	O
213	214	7	note	O	O
213	214	8	,	O	O
213	214	9	since	O	O
213	214	10	it	O	O
213	214	11	corroborates	O	O
213	214	12	my	O	O
213	214	13	story	O	O
213	214	14	,	O	O
213	214	15	''	O	O
213	214	16	said	O	O
213	214	17	he	O	O
213	214	18	.	O	O
214	215	0	``	O	O
214	215	1	But	O	O
214	215	2	I	O	O
214	215	3	beg	O	O
214	215	4	to	O	O
214	215	5	point	O	O
214	215	6	out	O	O
214	215	7	that	O	O
214	215	8	I	O	O
214	215	9	have	O	O
214	215	10	not	B-NEG	B-NEG
214	215	11	yet	O	O
214	215	12	heard	O	O
214	215	13	what	O	O
214	215	14	has	O	O
214	215	15	happened	O	O
214	215	16	to	O	O
214	215	17	Mr.	O	O
214	215	18	Garcia	O	O
214	215	19	,	O	O
214	215	20	nor	B-NEG	B-NEG
214	215	21	what	O	O
214	215	22	has	O	O
214	215	23	become	O	O
214	215	24	of	O	O
214	215	25	his	O	O
214	215	26	household	O	O
214	215	27	.	O	O
214	215	28	''	O	O
215	216	0	``	O	O
215	216	1	As	O	O
215	216	2	to	O	O
215	216	3	Garcia	O	O
215	216	4	,	O	O
215	216	5	''	O	O
215	216	6	said	O	O
215	216	7	Gregson	O	O
215	216	8	,	O	O
215	216	9	``	O	O
215	216	10	that	O	O
215	216	11	is	O	O
215	216	12	easily	O	O
215	216	13	answered	O	O
215	216	14	.	O	O
216	217	0	He	O	O
216	217	1	was	O	O
216	217	2	found	O	O
216	217	3	dead	O	O
216	217	4	this	O	O
216	217	5	morning	O	O
216	217	6	upon	O	O
216	217	7	Oxshott	O	O
216	217	8	Common	O	O
216	217	9	,	O	O
216	217	10	nearly	O	O
216	217	11	a	O	O
216	217	12	mile	O	O
216	217	13	from	O	O
216	217	14	his	O	O
216	217	15	home	O	O
216	217	16	.	O	O
217	218	0	His	O	O
217	218	1	head	O	O
217	218	2	had	O	O
217	218	3	been	O	O
217	218	4	smashed	O	O
217	218	5	to	O	O
217	218	6	pulp	O	O
217	218	7	by	O	O
217	218	8	heavy	O	O
217	218	9	blows	O	O
217	218	10	of	O	O
217	218	11	a	O	O
217	218	12	sandbag	O	O
217	218	13	or	O	O
217	218	14	some	O	O
217	218	15	such	O	O
217	218	16	instrument	O	O
217	218	17	,	O	O
217	218	18	which	O	O
217	218	19	had	O	O
217	218	20	crushed	O	O
217	218	21	rather	O	O
217	218	22	than	O	O
217	218	23	wounded	O	O
217	218	24	.	O	O
218	219	0	It	O	O
218	219	1	is	O	O
218	219	2	a	O	O
218	219	3	lonely	O	O
218	219	4	corner	O	O
218	219	5	,	O	O
218	219	6	and	O	O
218	219	7	there	O	O
218	219	8	is	O	O
218	219	9	no	B-NEG	B-NEG
218	219	10	house	O	O
218	219	11	within	O	O
218	219	12	a	O	O
218	219	13	quarter	O	O
218	219	14	of	O	O
218	219	15	a	O	O
218	219	16	mile	O	O
218	219	17	of	O	O
218	219	18	the	O	O
218	219	19	spot	O	O
218	219	20	.	O	O
219	220	0	He	O	O
219	220	1	had	O	O
219	220	2	apparently	O	O
219	220	3	been	O	O
219	220	4	struck	O	O
219	220	5	down	O	O
219	220	6	first	O	O
219	220	7	from	O	O
219	220	8	behind	O	O
219	220	9	,	O	O
219	220	10	but	O	O
219	220	11	his	O	O
219	220	12	assailant	O	O
219	220	13	had	O	O
219	220	14	gone	O	O
219	220	15	on	O	O
219	220	16	beating	O	O
219	220	17	him	O	O
219	220	18	long	O	O
219	220	19	after	O	O
219	220	20	he	O	O
219	220	21	was	O	O
219	220	22	dead	O	O
219	220	23	.	O	O
220	221	0	It	O	O
220	221	1	was	O	O
220	221	2	a	O	O
220	221	3	most	O	O
220	221	4	furious	O	O
220	221	5	assault	O	O
220	221	6	.	O	O
221	222	0	There	O	O
221	222	1	are	O	O
221	222	2	no	B-NEG	B-NEG
221	222	3	footsteps	O	O
221	222	4	nor	B-NEG	B-NEG
221	222	5	any	O	O
221	222	6	clue	O	O
221	222	7	to	O	O
221	222	8	the	O	O
221	222	9	criminals	O	O
221	222	10	.	O	O
221	222	11	''	O	O
222	223	0	``	O	O
222	223	1	Robbed	O	O
222	223	2	?	O	O
222	223	3	''	O	O
223	224	0	``	O	O
223	224	1	No	B-NEG	B-NEG
223	224	2	,	O	O
223	224	3	there	O	O
223	224	4	was	O	O
223	224	5	no	B-NEG	B-NEG
223	224	6	attempt	O	O
223	224	7	at	O	O
223	224	8	robbery	O	O
223	224	9	.	O	O
223	224	10	''	O	O
224	225	0	``	O	O
224	225	1	This	O	O
224	225	2	is	O	O
224	225	3	very	O	O
224	225	4	painful	O	O
224	225	5	--	O	O
224	225	6	very	O	O
224	225	7	painful	O	O
224	225	8	and	O	O
224	225	9	terrible	O	O
224	225	10	,	O	O
224	225	11	''	O	O
224	225	12	said	O	O
224	225	13	Mr.	O	O
224	225	14	Scott	O	O
224	225	15	Eccles	O	O
224	225	16	in	O	O
224	225	17	a	O	O
224	225	18	querulous	O	O
224	225	19	voice	O	O
224	225	20	,	O	O
224	225	21	``	O	O
224	225	22	but	O	O
224	225	23	it	O	O
224	225	24	is	O	O
224	225	25	really	O	O
224	225	26	uncommonly	B-NEG	B-NEG
224	225	27	hard	O	O
224	225	28	on	O	O
224	225	29	me	O	O
224	225	30	.	O	O
225	226	0	I	O	O
225	226	1	had	O	O
225	226	2	nothing	B-NEG	B-NEG
225	226	3	to	O	O
225	226	4	do	O	O
225	226	5	with	O	O
225	226	6	my	O	O
225	226	7	host	O	O
225	226	8	going	O	O
225	226	9	off	O	O
225	226	10	upon	O	O
225	226	11	a	O	O
225	226	12	nocturnal	O	O
225	226	13	excursion	O	O
225	226	14	and	O	O
225	226	15	meeting	O	O
225	226	16	so	O	O
225	226	17	sad	O	O
225	226	18	an	O	O
225	226	19	end	O	O
225	226	20	.	O	O
226	227	0	How	O	O
226	227	1	do	O	O
226	227	2	I	O	O
226	227	3	come	O	O
226	227	4	to	O	O
226	227	5	be	O	O
226	227	6	mixed	O	O
226	227	7	up	O	O
226	227	8	with	O	O
226	227	9	the	O	O
226	227	10	case	O	O
226	227	11	?	O	O
226	227	12	''	O	O
227	228	0	``	O	O
227	228	1	Very	O	O
227	228	2	simply	O	O
227	228	3	,	O	O
227	228	4	sir	O	O
227	228	5	,	O	O
227	228	6	''	O	O
227	228	7	Inspector	O	O
227	228	8	Baynes	O	O
227	228	9	answered	O	O
227	228	10	.	O	O
228	229	0	``	O	O
228	229	1	The	O	O
228	229	2	only	O	O
228	229	3	document	O	O
228	229	4	found	O	O
228	229	5	in	O	O
228	229	6	the	O	O
228	229	7	pocket	O	O
228	229	8	of	O	O
228	229	9	the	O	O
228	229	10	deceased	O	O
228	229	11	was	O	O
228	229	12	a	O	O
228	229	13	letter	O	O
228	229	14	from	O	O
228	229	15	you	O	O
228	229	16	saying	O	O
228	229	17	that	O	O
228	229	18	you	O	O
228	229	19	would	O	O
228	229	20	be	O	O
228	229	21	with	O	O
228	229	22	him	O	O
228	229	23	on	O	O
228	229	24	the	O	O
228	229	25	night	O	O
228	229	26	of	O	O
228	229	27	his	O	O
228	229	28	death	O	O
228	229	29	.	O	O
229	230	0	It	O	O
229	230	1	was	O	O
229	230	2	the	O	O
229	230	3	envelope	O	O
229	230	4	of	O	O
229	230	5	this	O	O
229	230	6	letter	O	O
229	230	7	which	O	O
229	230	8	gave	O	O
229	230	9	us	O	O
229	230	10	the	O	O
229	230	11	dead	O	O
229	230	12	man	O	O
229	230	13	's	O	O
229	230	14	name	O	O
229	230	15	and	O	O
229	230	16	address	O	O
229	230	17	.	O	O
230	231	0	It	O	O
230	231	1	was	O	O
230	231	2	after	O	O
230	231	3	nine	O	O
230	231	4	this	O	O
230	231	5	morning	O	O
230	231	6	when	O	O
230	231	7	we	O	O
230	231	8	reached	O	O
230	231	9	his	O	O
230	231	10	house	O	O
230	231	11	and	O	O
230	231	12	found	O	O
230	231	13	neither	B-NEG	O
230	231	14	you	O	O
230	231	15	nor	B-NEG	B-NEG
230	231	16	anyone	O	O
230	231	17	else	O	O
230	231	18	inside	O	O
230	231	19	it	O	O
230	231	20	.	O	O
231	232	0	I	O	O
231	232	1	wired	O	O
231	232	2	to	O	O
231	232	3	Mr.	O	O
231	232	4	Gregson	O	O
231	232	5	to	O	O
231	232	6	run	O	O
231	232	7	you	O	O
231	232	8	down	O	O
231	232	9	in	O	O
231	232	10	London	O	O
231	232	11	while	O	O
231	232	12	I	O	O
231	232	13	examined	O	O
231	232	14	Wisteria	O	O
231	232	15	Lodge	O	O
231	232	16	.	O	O
232	233	0	Then	O	O
232	233	1	I	O	O
232	233	2	came	O	O
232	233	3	into	O	O
232	233	4	town	O	O
232	233	5	,	O	O
232	233	6	joined	O	O
232	233	7	Mr.	O	O
232	233	8	Gregson	O	O
232	233	9	,	O	O
232	233	10	and	O	O
232	233	11	here	O	O
232	233	12	we	O	O
232	233	13	are	O	O
232	233	14	.	O	O
232	233	15	''	O	O
233	234	0	``	O	O
233	234	1	I	O	O
233	234	2	think	O	O
233	234	3	now	O	O
233	234	4	,	O	O
233	234	5	''	O	O
233	234	6	said	O	O
233	234	7	Gregson	O	O
233	234	8	,	O	O
233	234	9	rising	O	O
233	234	10	,	O	O
233	234	11	``	O	O
233	234	12	we	O	O
233	234	13	had	O	O
233	234	14	best	O	O
233	234	15	put	O	O
233	234	16	this	O	O
233	234	17	matter	O	O
233	234	18	into	O	O
233	234	19	an	O	O
233	234	20	official	O	O
233	234	21	shape	O	O
233	234	22	.	O	O
234	235	0	You	O	O
234	235	1	will	O	O
234	235	2	come	O	O
234	235	3	round	O	O
234	235	4	with	O	O
234	235	5	us	O	O
234	235	6	to	O	O
234	235	7	the	O	O
234	235	8	station	O	O
234	235	9	,	O	O
234	235	10	Mr.	O	O
234	235	11	Scott	O	O
234	235	12	Eccles	O	O
234	235	13	,	O	O
234	235	14	and	O	O
234	235	15	let	O	O
234	235	16	us	O	O
234	235	17	have	O	O
234	235	18	your	O	O
234	235	19	statement	O	O
234	235	20	in	O	O
234	235	21	writing	O	O
234	235	22	.	O	O
234	235	23	''	O	O
235	236	0	``	O	O
235	236	1	Certainly	O	O
235	236	2	,	O	O
235	236	3	I	O	O
235	236	4	will	O	O
235	236	5	come	O	O
235	236	6	at	O	O
235	236	7	once	O	O
235	236	8	.	O	O
236	237	0	But	O	O
236	237	1	I	O	O
236	237	2	retain	O	O
236	237	3	your	O	O
236	237	4	services	O	O
236	237	5	,	O	O
236	237	6	Mr.	O	O
236	237	7	Holmes	O	O
236	237	8	.	O	O
237	238	0	I	O	O
237	238	1	desire	O	O
237	238	2	you	O	O
237	238	3	to	O	O
237	238	4	spare	O	O
237	238	5	no	B-NEG	B-NEG
237	238	6	expense	O	O
237	238	7	and	O	O
237	238	8	no	O	B-NEG
237	238	9	pains	O	O
237	238	10	to	O	O
237	238	11	get	O	O
237	238	12	at	O	O
237	238	13	the	O	O
237	238	14	truth	O	O
237	238	15	.	O	O
237	238	16	''	O	O
238	239	0	My	O	O
238	239	1	friend	O	O
238	239	2	turned	O	O
238	239	3	to	O	O
238	239	4	the	O	O
238	239	5	country	O	O
238	239	6	inspector	O	O
238	239	7	.	O	O
239	240	0	``	O	O
239	240	1	I	O	O
239	240	2	suppose	O	O
239	240	3	that	O	O
239	240	4	you	O	O
239	240	5	have	O	O
239	240	6	no	B-NEG	B-NEG
239	240	7	objection	O	O
239	240	8	to	O	O
239	240	9	my	O	O
239	240	10	collaborating	O	O
239	240	11	with	O	O
239	240	12	you	O	O
239	240	13	,	O	O
239	240	14	Mr.	O	O
239	240	15	Baynes	O	O
239	240	16	?	O	O
239	240	17	''	O	O
240	241	0	``	O	O
240	241	1	Highly	O	O
240	241	2	honoured	O	O
240	241	3	,	O	O
240	241	4	sir	O	O
240	241	5	,	O	O
240	241	6	I	O	O
240	241	7	am	O	O
240	241	8	sure	O	O
240	241	9	.	O	O
240	241	10	''	O	O
241	242	0	``	O	O
241	242	1	You	O	O
241	242	2	appear	O	O
241	242	3	to	O	O
241	242	4	have	O	O
241	242	5	been	O	O
241	242	6	very	O	O
241	242	7	prompt	O	O
241	242	8	and	O	O
241	242	9	businesslike	O	O
241	242	10	in	O	O
241	242	11	all	O	O
241	242	12	that	O	O
241	242	13	you	O	O
241	242	14	have	O	O
241	242	15	done	O	O
241	242	16	.	O	O
242	243	0	Was	O	O
242	243	1	there	O	O
242	243	2	any	O	O
242	243	3	clue	O	O
242	243	4	,	O	O
242	243	5	may	O	O
242	243	6	I	O	O
242	243	7	ask	O	O
242	243	8	,	O	O
242	243	9	as	O	O
242	243	10	to	O	O
242	243	11	the	O	O
242	243	12	exact	O	O
242	243	13	hour	O	O
242	243	14	that	O	O
242	243	15	the	O	O
242	243	16	man	O	O
242	243	17	met	O	O
242	243	18	his	O	O
242	243	19	death	O	O
242	243	20	?	O	O
242	243	21	''	O	O
243	244	0	``	O	O
243	244	1	He	O	O
243	244	2	had	O	O
243	244	3	been	O	O
243	244	4	there	O	O
243	244	5	since	O	O
243	244	6	one	O	O
243	244	7	o'clock	O	O
